ID;Математика;Информатика;Русский;Физика;Сумма баллов;Бюджет/платное;Укажите средний балл аттестата о среднем полном общем образовании (за 11 класс).;Оценка по математике:;Оценка по информатике:;Оценка по физике:;Населенный пункт;Школа;Принимали ли Вы участие в олимпиадах по математике или информатике за период с 8 класса по настоящее время?;Количество олимпиад;Количество олимпиад математика;Количество олимпиадинформатика;Количество олимпиадфизика;Если принимали, то укажите информацию об этих олимпиадах:;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в общеобразовательной школе;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в физико-математической школе;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в математическом классе (физико-математическом классе);Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение в ЗЕНШ СФУ (НГУ, ТГУ и т.д.);Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / занятия в математическом кружке;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / обучение на дополнительных курсах по подготовке к ЕГЭ;Отметьте факты, которые отражают Вашу подготовку для поступления в ВУЗ: / занятия с репетитором;В какие вузы (не более трёх) Вы планировали поступать?;Какие направления были приоритетными при поступлении в вуз?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000017;45;50;67;;162;платное;3,8;3;4;3;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;;Прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000018;74;72;53;;199;бюджет;4,3;5;4;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;;Прикладная математика и информатика, математика и компьютерные науки, математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000031;74;70;70;;214;бюджет;4,6;5;5;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;;;;Математика, прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378085655;100;92;82;;274;бюджет;4,7;5;5;5;Красноярский, край, г. Канск;;Да;8;4;4;0;Всероссийская олимпиада школьников муниципальный этап математика информатика победитель, Всероссийская олимпиада школьников региональный этап математика информатика участник;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;НГУ;Математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386844198;86;-;92;83;261;бюджет;5.0;5;5;5;Красноярский, край, п. Первоманск;;Да;6;4;2;0;математика районная и информатика, районная;обучение в общеобразовательной школе;;;;;;;МГУ, ВШЭ;Математика, прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378597064;78;88;80;;246;бюджет;4,3;4;5;4;Алтайский край, г. Барнаул;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;СФУ, СибГУ, ИТМО;Прикладная математика и информатика, Информатика и вычислительная техника, Информационные системы и технологии;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378087179;85;-;65;80;230;бюджет;5;5;5;5;Киргизия, Иссык-Кульская обл, с. Бостери;;Да;5;5;0;0;"Республиканская школьная олимпиада (Кыргызстан), математика:_x000D_
Районный этап — победитель_x000D_
Областной этап — призёр _x000D_
Республиканский этап — призёрРеспубликанская школьная олимпиада (Кыргызстан), математика:_x000D_
Районный этап — победитель_x000D_
Областной этап — призёр _x000D_
Республиканский этап — призёрРеспубликанская школьная олимпиада (Кыргызстан), математика:_x000D_
Районный этап — победитель_x000D_
Областной этап — призёр _x000D_
Республиканский этап — призёрРеспубликанская школьная олимпиада (Кыргызстан), математика:_x000D_
Районный этап — победитель_x000D_
Областной этап — призёр _x000D_
Республиканский этап — призёрРеспубликанская школьная олимпиада (Кыргызстан), математика:_x000D_
Районный этап — победитель_x000D_
Областной этап — призёр _x000D_
Республиканский этап — призёрРеспубликанская школьная олимпиада (Кыргызстан), математика:_x000D_
Районный этап — победитель_x000D_
Областной этап — призёр _x000D_
Республиканский этап — призёрРеспубликанская школьная олимпиада (Кыргызстан), математика:_x000D_
Районный этап — победитель_x000D_
Областной этап — призёр _x000D_
Республиканский этап — призёрРеспубликанская школьная олимпиада (Кыргызстан), математика:_x000D_
Районный этап — победитель_x000D_
Областной этап — призёр _x000D_
Республиканский этап — призёр";;;;;;;занятия с репетитором;СПБГУ, СФУ;Прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1377072265;100;-;100;100;300;бюджет;4,3;5;4;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;;обучение в физико-математической школе;обучение в математическом классе (физико-математическом классе);;;;;Сфу;Программирование,математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376968772;76;75;78;;229;бюджет;4,8;5;5;5;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;СФУ.;математика, прикладная математика и информатика.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376812480;86;80;76;;242;бюджет;5;5;5;5;Иркутская, обл, г. Шелехов;;Нет;0;0;0;0;;;;обучение в математическом классе (физико-математическом классе);;;;;"ТюмГУ_x000D_
СФУ_x000D_
КФУТюмГУ_x000D_
СФУ_x000D_
КФУТюмГУ_x000D_
СФУ_x000D_
КФУТюмГУ_x000D_
СФУ_x000D_
КФУ";"Математика_x000D_
Прикладная математика и информатика _x000D_
Прикладная информатикаМатематика_x000D_
Прикладная математика и информатика _x000D_
Прикладная информатикаМатематика_x000D_
Прикладная математика и информатика _x000D_
Прикладная информатикаМатематика_x000D_
Прикладная математика и информатика _x000D_
Прикладная информатика";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376803909;84;80;84;;248;бюджет;5.0;5;5;5;Красноярский, край, г. Красноярск;;Да;3;3;0;0;"Бельчонок, всероссийская математика, участник_x000D_
ВОШ, всероссийская математика, участникБельчонок, всероссийская математика, участник_x000D_
ВОШ, всероссийская математика, участникБельчонок, всероссийская математика, участник_x000D_
ВОШ, всероссийская математика, участникБельчонок, всероссийская математика, участник_x000D_
ВОШ, всероссийская математика, участник";обучение в общеобразовательной школе;обучение в физико-математической школе;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;;СФУ;Прикладная математика и информатика, Математика и компьютерные науки, Математика, Экономическая безопасность, Горное дело;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376774712;76;63;80;;219;бюджет;5;5;5;5;Иркутская, обл, г. Иркутск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;занятия в математическом кружке;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;НГТУ, СибГУТИ;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376770535;82;68;86;;236;бюджет;5.0;5;5;5;Красноярский, край, г. Красноярск;;Да;3;3;0;0;Всероссийская олимпиада школьников (ВсОШ) призер муниципального этапа по математике и литературе;;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;занятия с репетитором;УрФУ, СибГУ им. Решетнёва;Системный анализ, Прикладная математика в экономике, экономическая безопасность;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376938653;80;80;94;;254;бюджет;3.7;3;4;3;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;;НГУ, ТГУ;Прикладная математика и информатика, математика и компьютерная и компьютерные науки;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000019;84;93;84;;261;бюджет;5,0;5;5;5;Красноярский, край, г. Красноярск;;Да;4;2;2;;Бельчонок, всероссийская математика, всероссийская информатика;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;;;НГУ, ТГУ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000020;74;-;82;66;222;бюджет;4.4;4;5;4;Красноярский, край, п. Кедровый;;Да;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000021;84;83;72;;239;бюджет;;;;;Красноярский, край, г.Дивногорск;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000022;92;83;64;;239;бюджет;;;;;Иркутская, обл, с. Баклаши;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000023;88;-;93;89;270;бюджет;;;;;Республика Тыва, пгт. Каа-Хем;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000024;78;73;66;;217;бюджет;;;;;Красноярский, край, г. Красноярск;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000025;70;85;60;;215;бюджет;;;;;Иркутская, обл, г. Ангарск;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000026;76;53;80;;209;бюджет;;;;;Республика Саха (Якутия), с. Хампа;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000027;78;65;71;;211;бюджет;;;;;Красноярский, край, г. Красноярск;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000028;70;-;80;62;212;бюджет;;;;;Краснодарский, край, г. Краснодар;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000029;83;71;64;;218;бюджет;;;;;Беларусь, г. Минск;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360000030;72;64;67;;203;бюджет;;;;;Республика Бурятия, днт Таёжный-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386869006;62;70;73;;205;бюджет;4.4;4;5;4;Томская, обл, г. Томск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;;КГУ, СФУ, УФУ;Программная инженерия, Математика, Информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386851905;86;90;88;;264;бюджет;4.2;5;5;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;обучение в математическом классе (физико-математическом классе);;;обучение на дополнительных курсах по подготовке к ЕГЭ;;СФУ, РАНХиГС, НИТУ МИСИС;Прикладная математика и информатика, бизнес информатика, информационная безопасность, математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1377562515;68;73;71;;212;бюджет;4.6;5;5;4;Новосибирская, обл, г. Новосибирск;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;занятия с репетитором;НГТУ;Прикладная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376898363;74;83;82;;239;бюджет;4.1;3;4;4;Красноярский, край, г. Красноярск;;Нет;0;0;0;0;;;;;;;обучение на дополнительных курсах по подготовке к ЕГЭ;;"Сфу_x000D_
СибГАУСфу_x000D_
СибГАУСфу_x000D_
СибГАУСфу_x000D_
СибГАУСфу_x000D_
СибГАУСфу_x000D_
СибГАУСфу_x000D_
СибГАУ";Математика и компьютерные науки, прикладная математика и информатика, инноватика, математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376896638;78;55;72;;205;бюджет;4,8;5;5;4;Республика Саха (Якутия), с. Оннес ;;Нет;0;0;0;0;;;обучение в физико-математической школе;;;;;;СФУ, СПБГУ, СВФУ, ДВФУ, МГТУ;Экономика, прикоадная математика и информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376877628;88;73;78;;239;бюджет;4,5;5;5;5;Иркутская, обл, г. Тайшет;;Да;10;10;0;0;ВОШ уровень районный всё 5 лет с 7 по 11 класс при этом победитель в 10 по математике и экологии;обучение в общеобразовательной школе;;;;;;;СФУ вроде только пара направлений;Мотематека;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376873172;66;60;82;;208;бюджет;4,4;4;4;4;Красноярский, край, г. Красноярск;;Да;2;2;0;0;Бельчонок математика;обучение в общеобразовательной школе;;;;;;;СФУ;Прикладная математика и информатика, прикладная математика и компьютерные науки, управление качества;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376789984;70;73;71;;214;бюджет;4,2;5;4;0;Республика Коми, г. Сыктывкар;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;занятия в математическом кружке;обучение на дополнительных курсах по подготовке к ЕГЭ;;ННГУ Лобачевского, ТГУ, СФУ;Математика, МКН, ПМИ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376781954;80;58;71;;209;бюджет;5,0;5;5;5;Кемеровская, обл, г. Кемерово;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;занятия с репетитором;СФУ, ТГУ, ТПУ;Прикладная математика информатика, Информационная безопасность, Бизнесс-информатика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376772520;68;80;62;;210;бюджет;5.0;5;5;5;Красноярский, край, с. Зыково;;Нет;0;0;0;0;;обучение в общеобразовательной школе;;;;;;занятия с репетитором;Сфу, сибгау;Программная инженерия, математика, прикладная математика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
